class,degree_centrality,in_degree_centrality,out_degree_centrality,in_degree,out_degree,total_degree,betweenness_centrality,betweenness_weighted,closeness_centrality,eigenvector_centrality,pagerank,hub_score,authority_score,katz_centrality,load_centrality,harmonic_centrality,clustering,triangles,burt_constraint,weighted_out,weighted_in
PingEJBIFace,0.017421602787456445,0.010452961672473868,0.006968641114982578,3,2,5,0.0,0.0,0.010452961672473868,0.000631753203796804,0.004562735384961225,0.00021668470912220838,8.716942734580055e-06,0.0579490605817408,0.0,3.0,0.011046482746044722,6,0.3713386619502912,2.4,5.4
PingEJBLocal,0.010452961672473868,0.0,0.010452961672473868,0,3,3,0.0,0.0,0.0,0.0006059764962871342,0.0024810627037784774,0.00021685356578104097,0.0,0.05626122386576776,0.0,0.0,0.011708884184955859,2,0.4214819879671027,3.9,0.0
PingEJBLocalDecorator,0.010452961672473868,0.0,0.010452961672473868,0,3,3,0.0,0.0,0.0,0.0006122836222631612,0.0024810627037784774,0.00021698865110810706,0.0,0.05626122386576776,0.0,0.0,0.01424315975113527,2,0.48551783166042023,5.1,0.0
PingInterceptor,0.010452961672473868,0.0,0.010452961672473868,0,3,3,0.0,0.0,0.0,0.0005980991980163724,0.0024810627037784774,0.00021668731204275236,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.3877551020408163,2.8,0.0
InvocationContext,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,1.9906778714956817e-06,0.0027823010039333424,0.0,5.038928316766294e-07,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,0.4
PingInterceptorBinding,0.006968641114982578,0.0,0.006968641114982578,0,2,2,0.0,0.0,0.0,0.0005980925888171005,0.0024810627037784774,0.00021668470912220838,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.5,2.4,0.0
PingJDBCRead,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.01661413315932816,0.0024810627037784774,0.002360811513510826,0.0,0.05626122386576776,0.0,0.0,0.0034308488934806105,14,0.11582544123305707,20.3,0.0
PingJDBCRead2JSP,0.03832752613240418,0.0,0.03832752613240418,0,11,11,0.0,0.0,0.0,0.016363915114350917,0.0024810627037784774,0.002253855392647842,0.0,0.05626122386576776,0.0,0.0,0.004865567521663412,14,0.14186760270786095,14.299999999999999,0.0
PingJDBCWrite,0.04878048780487805,0.0,0.04878048780487805,0,14,14,0.0,0.0,0.0,0.019811942672113225,0.0024810627037784774,0.003939622262588786,0.0,0.05626122386576776,0.0,0.0,0.004472509301477191,17,0.11263042746548951,20.599999999999998,0.0
PingJSONP,0.059233449477351915,0.0,0.059233449477351915,0,17,17,0.0,0.0,0.0,0.0019536237797748352,0.0024810627037784774,0.0009347225132093031,0.0,0.05626122386576776,0.0,0.0,0.00015104552228598984,2,0.07563641914537743,21.3,0.0
StringWriter,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,3.587260192909968e-05,0.0026988594090547654,0.0,1.1955014036816399e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,2.2
JsonGenerator,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,1.9566873779508914e-05,0.002599860906656452,0.0,6.520916747354406e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
JsonParser,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.009291521486643438,6.164377249720973e-05,0.002943396981689205,0.0,2.1453584491384474e-05,0.057397700587856273,0.0,3.0,0.0,0,0.5,0.0,2.4
Event,0.010452961672473868,0.010452961672473868,0.0,3,0,3,0.0,0.0,0.012444001991040319,0.0001638572124466489,0.003093124894192215,0.0,6.289481648755321e-05,0.05796031282651395,0.0,4.0,0.0,0,0.3333333333333333,0.0,3.5999999999999996
StringReader,0.010452961672473868,0.010452961672473868,0.0,3,0,3,0.0,0.0,0.012444001991040319,6.169436949325938e-05,0.0033455840189504605,0.0,2.0472374382593615e-05,0.05796031282651395,0.0,4.0,0.0,0,0.375,0.0,4.0
Json,0.024390243902439025,0.024390243902439025,0.0,7,0,7,0.0,0.0,0.0509581881533101,0.00028178391745879407,0.0029829036572580894,0.0,8.834135725420745e-05,0.06024049302489653,0.0,18.0,0.0006472364094411469,2,0.16742510763008706,0.0,2.6999999999999997
PingManagedExecutor,0.041811846689895474,0.0,0.041811846689895474,0,12,12,0.0,0.0,0.0,0.0014436001025505598,0.0024810627037784774,0.0005897962662651501,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.11247637051039701,18.4,0.0
ManagedExecutorService,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,1.4430930294649918e-05,0.0026185845364578722,0.0,4.114603313672874e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
AsyncContext,0.017421602787456445,0.017421602787456445,0.0,5,0,5,0.0,0.0,0.017421602787456445,0.00012583593031519384,0.003446375885326247,0.0,3.829662488298568e-05,0.05907428505905615,0.0,5.0,0.0,0,0.25,0.0,9.6
PingManagedThread,0.04878048780487805,0.0,0.04878048780487805,0,14,14,0.0,0.0,0.0,0.0022123727891926416,0.0024810627037784774,0.0010689696493880834,0.0,0.05626122386576776,0.0,0.0,0.00022573836297686394,2,0.10605398061514212,19.0,0.0
ManagedThreadFactory,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.05197842585079471,0.008445290066768908,0.002805822427005637,0.0,0.0034159679034645955,0.05861403336587537,0.0,16.66666666666667,0.0,0,0.25,0.0,4.8
PingManagedThreadServlet,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,5.540238501599002e-06,0.002514357463269278,0.0,1.864366694553852e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,0.3
PingReentryServlet,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.0018710828815306452,0.0024810627037784774,0.0008941621949115595,0.0,0.05626122386576776,0.0,0.0,0.00026336142347300795,2,0.10083784683637952,18.1,0.0
URL,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,6.851348270347978e-05,0.0029636609928070665,0.0,2.2743741271567615e-05,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,4.4
HttpURLConnection,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,1.8740113967709988e-05,0.002620863903850348,0.0,6.2379552746948385e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
PingServlet,0.04529616724738676,0.003484320557491289,0.041811846689895474,1,12,13,1.2182939012207305e-05,1.2182939012207305e-05,0.003484320557491289,0.0021526396616383136,0.0025191711634366233,0.0010227110264441092,1.7710050540377876e-06,0.05682383610442544,1.2182939012207305e-05,1.0,0.001850054388973922,13,0.12190914554617896,17.5,0.3
PingServlet2DB,0.03832752613240418,0.0,0.03832752613240418,0,11,11,0.0,0.0,0.0,0.013793276148048518,0.0024810627037784774,0.0010454804557054943,0.0,0.05626122386576776,0.0,0.0,0.0018377568984514826,5,0.12783736593433506,18.5,0.0
PingServlet2Include,0.04878048780487805,0.0,0.04878048780487805,0,14,14,0.0,0.0,0.0,0.002390630852167599,0.0024810627037784774,0.0010651727146643126,0.0,0.05626122386576776,0.0,0.0,0.000522579854774568,5,0.10613850662458214,19.0,0.0
Servlet,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.013937282229965157,7.540622364248228e-05,0.003222264963645172,0.0,2.3865954198309013e-05,0.05851167282039847,0.0,4.0,0.0,0,0.25,0.0,4.8
PingServlet2IncludeRcv,0.020905923344947737,0.0,0.020905923344947737,0,6,6,0.0,0.0,0.0,0.0011464476580998885,0.0024810627037784774,0.00045341752272062114,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.20833333333333334,9.6,0.0
PingServlet2JNDI,0.03484320557491289,0.0,0.03484320557491289,0,10,10,0.0,0.0,0.0,0.002158224095840346,0.0024810627037784774,0.001024974798424882,0.0,0.05626122386576776,0.0,0.0,0.0004564931340198804,2,0.14375959577728284,16.3,0.0
PingServlet2Jsp,0.027874564459930314,0.003484320557491289,0.024390243902439025,1,7,8,0.0,0.0,0.003484320557491289,0.0018535516362327721,0.0025427798189321567,0.0008805045543724909,3.08386089126187e-06,0.05682383610442544,0.0,1.0,0.005850197226976071,11,0.2045348783461577,10.9,0.6
PingServlet2PDF,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.0018601868022739263,0.0024810627037784774,0.0008840947720541348,0.0,0.05626122386576776,0.0,0.0,0.0021000707994273077,11,0.10841825328687076,20.5,0.0
BufferedInputStream,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,3.415660709601147e-05,0.002707358792675303,0.0,1.1307489934626813e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,2.2
BufferedOutputStream,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,3.415660709601147e-05,0.002707358792675303,0.0,1.1307489934626813e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,2.2
URLConnection,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,1.8630876597824435e-05,0.002604496934085837,0.0,6.16772178252374e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
PingServlet2Servlet,0.027874564459930314,0.0,0.027874564459930314,0,8,8,0.0,0.0,0.0,0.001844985267095824,0.0024810627037784774,0.0008808744019585984,0.0,0.05626122386576776,0.0,0.0,0.0021590030302279803,4,0.17506813279611966,12.1,0.0
PingServlet2ServletRcv,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.0021512543749747652,0.0024810627037784774,0.0010215335964385264,0.0,0.05626122386576776,0.0,0.0,0.0006814216241419032,4,0.11143501466517512,18.7,0.0
PingServlet30Async,0.0313588850174216,0.0,0.0313588850174216,0,9,9,0.0,0.0,0.0,0.0011559233320247832,0.0024810627037784774,0.0004580692086152002,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.1446409989594173,12.4,0.0
ServletInputStream,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.013937282229965157,0.0002246885964426736,0.0034156582775362564,0.0,8.140008954070969e-05,0.05851167282039847,0.0,4.0,0.0,0,0.3125000000000001,0.0,9.6
PingServlet31Async,0.05226480836236934,0.0,0.05226480836236934,0,15,15,0.0,0.0,0.0,0.0016830591567226166,0.0024810627037784774,0.0007550961294601134,0.0,0.05626122386576776,0.0,0.0,0.00035572713042207284,2,0.09566437852120104,30.999999999999996,0.0
ReadListenerImpl,0.010452961672473868,0.006968641114982578,0.003484320557491289,2,1,3,0.0,0.0,0.006968641114982578,2.6214469318893457e-05,0.002651446784605188,3.5403704247442414e-07,7.6088057360842835e-06,0.05738644834308312,0.0,2.0,0.013882417253506361,2,0.568902169581798,3.0,2.0
ReadListener,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.014518002322880372,3.459718810025783e-05,0.007280259091831852,0.0,9.138285237033904e-06,0.0585285511875582,0.0,4.5,0.0069412086267531805,2,0.38481777520168303,0.0,6.9
WriteListenerImpl,0.006968641114982578,0.003484320557491289,0.003484320557491289,1,1,2,0.0,0.0,0.003484320557491289,1.424795541249659e-05,0.0025490842554263503,1.0206000004045177e-07,4.389822404399323e-06,0.05682383610442544,0.0,1.0,0.016527722814058107,1,0.8232648398658806,1.5,1.0
WriteListener,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,1.702082978250453e-05,0.0047292100649830235,0.0,5.268676888400543e-06,0.05739207446546969,0.0,2.0,0.016527722814058107,1,0.7692218753613135,0.0,2.7
Queue,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.05197842585079471,0.010607123384642043,0.002878642543482128,0.0,0.004221156644017152,0.05861403336587537,0.0,16.66666666666667,0.0,0,0.3061224489795919,0.0,8.399999999999999
LinkedBlockingQueue,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,1.4036545632846779e-05,0.0025490842554263503,0.0,4.389822404399323e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.0
PingServlet31AsyncRead,0.03832752613240418,0.0,0.03832752613240418,0,11,11,0.0,0.0,0.0,0.0013584761210626778,0.0024810627037784774,0.0005536993597089969,0.0,0.05626122386576776,0.0,0.0,0.00037861137964108257,1,0.12544935899023568,20.599999999999998,0.0
PingServletCDI,0.041811846689895474,0.0,0.041811846689895474,0,12,12,0.0,0.0,0.0,0.0012349851628059062,0.0024810627037784774,0.000490214273996217,0.0,0.05626122386576776,0.0,0.0,0.0009881422924901161,4,0.11840890378681405,16.4,0.0
PingServletCDIBeanManagerViaCDICurrent,0.03832752613240418,0.0,0.03832752613240418,0,11,11,0.0,0.0,0.0,0.0012286780368298794,0.0024810627037784774,0.0004900791886691509,0.0,0.05626122386576776,0.0,0.0,0.0005928853754940696,2,0.1267745113900812,15.2,0.0
PingServletCDIBeanManagerViaJNDI,0.03832752613240418,0.0,0.03832752613240418,0,11,11,0.0,0.0,0.0,0.0012286780368298794,0.0024810627037784774,0.0004900791886691509,0.0,0.05626122386576776,0.0,0.0,0.0005928853754940696,2,0.1267745113900812,15.2,0.0
PingServletLargeContentLength,0.020905923344947737,0.0,0.020905923344947737,0,6,6,0.0,0.0,0.0,0.0011484516225930374,0.0024810627037784774,0.0004540322253689174,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.2314049586776859,8.799999999999999,0.0
PingServletSetContentLength,0.041811846689895474,0.0,0.041811846689895474,0,12,12,0.0,0.0,0.0,0.0021329344829529315,0.0024810627037784774,0.0010154389998542237,0.0,0.05626122386576776,0.0,0.0,0.0021864279142419078,13,0.13462828400383123,16.599999999999998,0.0
PingServletWriter,0.041811846689895474,0.0,0.041811846689895474,0,12,12,0.0,0.0,0.0,0.0021472993336058466,0.0024810627037784774,0.0010227110264441092,0.0,0.05626122386576776,0.0,0.0,0.00031124531864991844,2,0.12001791674144101,17.5,0.0
PingSession1,0.041811846689895474,0.0,0.041811846689895474,0,12,12,0.0,0.0,0.0,0.002865737344158361,0.0024810627037784774,0.0014645073873202463,0.0,0.05626122386576776,0.0,0.0,0.0003921445286482696,2,0.11693761294243019,17.8,0.0
PingSession2,0.041811846689895474,0.0,0.041811846689895474,0,12,12,0.0,0.0,0.0,0.003551076505309745,0.0024810627037784774,0.001890800500934244,0.0,0.05626122386576776,0.0,0.0,0.00044889342708303724,2,0.1145434011645431,18.099999999999998,0.0
PingSession3,0.04878048780487805,0.0,0.04878048780487805,0,14,14,0.0,0.0,0.0,0.0035566533347985547,0.0024810627037784774,0.0018911469365597913,0.0,0.05626122386576776,0.0,0.0,0.0006627793807801338,4,0.09972310328845209,20.3,0.0
PingSession3Object[],0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,3.567373950987808e-05,0.002605713034877042,0.0,1.3193232810858247e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
PingSession3Object,0.017421602787456445,0.003484320557491289,0.013937282229965157,1,4,5,2.436587802441461e-05,2.436587802441461e-05,0.003484320557491289,0.0006279456106228705,0.002584937979693948,0.00021673157126181783,1.0994360675715148e-05,0.05682383610442544,2.436587802441461e-05,1.0,0.0030685957463511718,2,0.21091718525203978,4.8,1.0
FileOutputStream,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.004645760743321719,6.267878815888706e-06,0.0030303166175031163,0.0,1.5119872611917847e-06,0.05682946222681202,0.0,1.5,0.0,0,1.0,0.0,1.2
ObjectOutputStream,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.004645760743321719,6.267878815888706e-06,0.0030303166175031163,0.0,1.5119872611917847e-06,0.05682946222681202,0.0,1.5,0.0,0,1.0,0.0,1.2
PingUpgradeServlet,0.041811846689895474,0.0,0.041811846689895474,0,12,12,0.0,0.0,0.0,0.0121272010975632,0.0024810627037784774,0.0072836117473454075,0.0,0.05626122386576776,0.0,0.0,0.0007842890572965391,2,0.11969180920930383,21.599999999999998,0.0
Handler,0.006968641114982578,0.003484320557491289,0.003484320557491289,1,1,2,1.2182939012207305e-05,1.2182939012207305e-05,0.003484320557491289,6.094159236822566e-05,0.002539636817697479,-3.492211916823763e-22,2.540637737579391e-05,0.05682383610442544,1.2182939012207305e-05,1.0,0.0,0,0.5918367346938774,1.5,0.6
HttpUpgradeHandler,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.004645760743321719,7.53551122936522e-07,0.004639549008819042,0.0,-1.8027960227585435e-20,0.05682946222681202,0.0,1.5,0.0,0,1.0,0.0,1.5
Listener,0.006968641114982578,0.003484320557491289,0.003484320557491289,1,1,2,1.2182939012207305e-05,1.2182939012207305e-05,0.003484320557491289,0.00028478036801890484,0.0027544085687338177,1.7701852123721207e-07,0.00011856309442037154,0.05682383610442544,1.2182939012207305e-05,1.0,0.0,0,0.5457003785830178,1.5,2.8
WebConnection,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.00016248564146477605,0.002637260340895815,0.0,6.775033966878372e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.6
IllegalArgumentException,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.00010155352591548501,0.0025786862269768134,0.0,4.234396229298984e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.0
PingWebSocketBinary,0.020905923344947737,0.0,0.020905923344947737,0,6,6,0.0,0.0,0.0,0.000633760046747199,0.0024810627037784774,0.00023779991911595686,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.355,7.999999999999999,0.0
Session,0.024390243902439025,0.024390243902439025,0.0,7,0,7,0.0,0.0,0.024390243902439025,0.0009690359680564428,0.007173336572886439,0.0,0.00036689275852078574,0.06019950953637151,0.0,7.0,0.0,0,0.1690602166792643,0.0,25.2
EndpointConfig,0.027874564459930314,0.027874564459930314,0.0,8,0,8,0.0,0.0,0.027874564459930314,7.516185009177926e-05,0.0033107567483712822,0.0,2.7397604012830412e-05,0.06076212177502919,0.0,8.0,0.0,0,0.125,0.0,3.2
ByteBuffer,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,2.1100813446184776e-06,0.0025864961088326805,0.0,5.529888828570349e-07,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,0.4
CloseReason,0.017421602787456445,0.017421602787456445,0.0,5,0,5,0.0,0.0,0.017421602787456445,6.422979605578421e-05,0.002884827933258698,0.0,2.3869379501941528e-05,0.05907428505905615,0.0,5.0,0.0,0,0.20000000000000004,0.0,2.0
PingWebSocketJson,0.027874564459930314,0.0,0.027874564459930314,0,8,8,0.0,0.0,0.0,0.0009968761318108676,0.0024810627037784774,0.0004476489512668111,0.0,0.05626122386576776,0.0,0.0,0.0018486813493418426,2,0.22273673114969972,15.799999999999999,0.0
JsonMessage,0.017421602787456445,0.010452961672473868,0.006968641114982578,3,2,5,0.0,0.0,0.010452961672473868,0.0006513917311593188,0.0038282988747444487,0.00021668470912220838,1.586157725113508e-05,0.0579490605817408,0.0,3.0,0.011428257836936366,6,0.3759165221192792,2.4,7.4
PingWebSocketTextAsync,0.017421602787456445,0.0,0.017421602787456445,0,5,5,0.0,0.0,0.0,0.0006337530436652064,0.0024810627037784774,0.00023779706258370773,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.39058171745152337,7.6,0.0
PingWebSocketTextSync,0.017421602787456445,0.0,0.017421602787456445,0,5,5,0.0,0.0,0.0,0.0006337530436652064,0.0024810627037784774,0.00023779706258370773,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.39058171745152337,7.6,0.0
ActionDecoder,0.017421602787456445,0.0,0.017421602787456445,0,5,5,0.0,0.0,0.0,0.00204616024122367,0.0024810627037784774,0.0010722078480485835,0.0,0.05626122386576776,0.0,0.0,0.009200310606465091,5,0.3475753683964877,5.6,0.0
ActionMessage,0.03484320557491289,0.006968641114982578,0.027874564459930314,2,8,10,0.00010964645110986574,0.0003045734753051826,0.006968641114982578,0.004196947982523325,0.003401399063584043,0.0021404813561348,9.839122435719958e-05,0.05738644834308312,0.00010964645110986574,2.0,0.004227393335985338,9,0.1677976811056507,10.1,3.8000000000000003
ASF,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.0062717770034843206,1.4025632905900273e-05,0.002595574728789395,0.0,4.977555914676662e-06,0.05683508834919859,0.0,2.0,0.0,0,1.0,0.0,0.4
JsonDecoder,0.024390243902439025,0.0,0.024390243902439025,0,7,7,0.0,0.0,0.0,0.0006203688380677884,0.0024810627037784774,0.00022313110109537104,0.0,0.05626122386576776,0.0,0.0,0.0019004711340708965,2,0.19648200272867644,8.8,0.0
JsonObject,0.010452961672473868,0.010452961672473868,0.0,3,0,3,0.0,0.0,0.010452961672473868,0.0007763015218189734,0.0036287503192128368,0.0,0.0002994768659146715,0.0579490605817408,0.0,3.0,0.0,0,0.535,0.0,8.0
JsonEncoder,0.020905923344947737,0.0,0.020905923344947737,0,6,6,0.0,0.0,0.0,0.0006088958975207101,0.0024810627037784774,0.00022189137739997306,0.0,0.05626122386576776,0.0,0.0,0.0015073071181535497,2,0.22580350965253582,4.7,0.0
MarketSummaryWebSocket,0.06968641114982578,0.0,0.06968641114982578,0,20,20,0.0,0.0,0.0,0.016308489548731927,0.0024810627037784774,0.009103424683409146,0.0,0.05626122386576776,0.0,0.0,0.0018227924897734227,15,0.10443927497540449,36.699999999999996,0.0
Corporation,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.015928322548531607,0.002230478203041576,0.002568839141930016,0.0,0.0008324779251580964,0.05742020507740257,0.0,5.0,0.0,0,0.5,0.0,2.4
ManagedScheduledExecutorService,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.0001637199573776719,0.0025500109795632423,0.0,6.350833925300988e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
CountDownLatch,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.00030015325519239857,0.002607467876050546,0.0,0.00011643195529718475,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,2.2
JsonObjectBuilder,0.010452961672473868,0.010452961672473868,0.0,3,0,3,0.0,0.0,0.04110076086183602,0.0010274552340546023,0.002793819391654939,0.0,0.00032072967932693445,0.05797879182549266,0.0,13.500000000000005,0.005434782608695638,1,0.3569581549491736,0.0,3.5999999999999996
JsonValue,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.0003274399147553438,0.002618959255348007,0.0,0.00012701667850601977,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,2.4
Message,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.013937282229965157,0.0006287180989461562,0.003457919488300672,0.0,0.00022501868431243645,0.058517298942785054,0.0,4.0,0.0030717494954838388,1,0.5277799878438255,0.0,7.6000000000000005
CopyOnWriteArrayList,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.00013643329781472661,0.002538519600265781,0.0,5.292361604417492e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.0
SESSIONS,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.0001637199573776719,0.0025500109795632423,0.0,6.350833925300988e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
RecentStockChangeList,0.03484320557491289,0.003484320557491289,0.0313588850174216,1,9,10,4.264028654272557e-05,4.873175604882922e-05,0.003484320557491289,0.008732686516732553,0.0025500109795632423,0.004353387381396081,6.350833925300988e-05,0.05682383610442544,4.264028654272557e-05,1.0,0.0016403094483080053,5,0.1777525244491733,15.8,1.2
Add,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.004645760743321719,8.752666433966103e-05,0.002645668503221183,0.0,3.037059264315643e-05,0.05682946222681202,0.0,1.5,0.0,0,1.0,0.0,1.2
LinkedList,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.004645760743321719,0.00014587777389943505,0.0027554057028496533,0.0,5.061765440526071e-05,0.05682946222681202,0.0,1.5,0.0,0,1.0,0.0,2.0
Collections,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.10651795182548099,0.00026446411548470416,0.002580563607529559,0.0,6.098389121678303e-05,0.057615324065279215,0.0,32.66666666666665,0.0,0,0.5,0.0,0.6
PingServlet2Entity,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.005581919810979158,0.0024810627037784774,0.002733144313108515,0.0,0.05626122386576776,0.0,0.0,0.0015269152652349117,9,0.10295042309476239,17.2,0.0
EntityManager,0.010452961672473868,0.010452961672473868,0.0,3,0,3,0.0,0.0,0.01881533101045296,0.00253402688068174,0.0027206950919318003,0.0,0.0009278673641848736,0.057988781005790024,0.0,6.0,0.005434782608695638,1,0.34233756339029264,0.0,3.5999999999999996
PingServlet2MDBQueue,0.06620209059233449,0.0,0.06620209059233449,0,19,19,0.0,0.0,0.0,0.007634434360324928,0.0024810627037784774,0.004443063302891978,0.0,0.05626122386576776,0.0,0.0,0.00035699583951707785,6,0.073364433865707,24.7,0.0
ConnectionFactory,0.010452961672473868,0.010452961672473868,0.0,3,0,3,0.0,0.0,0.04361408146101165,0.012846145630145403,0.0027111545618539986,0.0,0.005334826514400223,0.05801766439289824,0.0,14.500000000000002,0.0,0,0.375,0.0,4.8
Connection,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.04577130186886284,0.3899072952332109,0.00396534441011717,0.0,0.16193838186352205,0.05858658857826142,0.0,15.500000000000004,0.012914087370836774,1,0.8790139411550283,0.0,78.8000000000002
TextMessage,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.05197842585079471,0.019046420367137117,0.002767639048954321,0.0,0.00764173527211548,0.05861403336587537,0.0,16.66666666666667,0.0,0,0.30612244897959173,0.0,8.399999999999999
MessageProducer,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.00015336157319103497,0.0026859535314141753,0.0,6.199069116408988e-05,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,2.4
JMSContext,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.05197842585079471,0.019046420367137117,0.002767639048954321,0.0,0.00764173527211548,0.05861403336587537,0.0,16.66666666666667,0.0,0,0.30612244897959173,0.0,8.399999999999999
PingServlet2MDBTopic,0.06620209059233449,0.0,0.06620209059233449,0,19,19,0.0,0.0,0.0,0.007633932242658294,0.0024810627037784774,0.0044428183737891345,0.0,0.05626122386576776,0.0,0.0,0.00035699583951707785,6,0.073364433865707,24.7,0.0
Topic,0.010452961672473868,0.010452961672473868,0.0,3,0,3,0.0,0.0,0.049554781262098335,0.010556586792437228,0.0026337649575497862,0.0,0.004205351574659251,0.058051421127217694,0.0,15.66666666666667,0.0,0,0.375,0.0,4.8
PingServlet2Session2CMROne2Many,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.006024455732301072,0.0024810627037784774,0.0017319392175269017,0.0,0.05626122386576776,0.0,0.0,0.0028757544276952042,14,0.11075259693148504,16.9,0.0
